,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
37,0.0,1.7108307,0.12620229,0.7780308,1.0645194,0.39739874,0.39831063,0.0,0.17798638,0.0,0.47574884,0.7598144,1.6399807,1.2898414,1.2900683,0.0,0.0,0.0,0.8138331,0.65598106
38,1.2248449,0.0,0.0,0.0,0.0,0.0,0.3018999,0.17936338,0.0,1.0486063,0.0,0.0,0.0,0.043538928,0.0,3.3305192,1.9753438,1.425885,0.9744203,0.0
39,0.60938835,0.07981516,0.0,0.0,0.07797006,0.0,1.5948704,0.9889133,0.0,1.2414336,0.0,0.61504084,1.7951276,5.7653127,0.20228556,1.2742761,0.0,0.0,4.5979247,1.0002902
40,0.0,0.69665974,0.23442338,0.9051431,2.1222281,1.0689559,0.0,0.0,0.7870013,0.0,2.8634691,1.8362646,0.523284,0.0,0.17694059,0.0,0.0,0.0,0.0,0.24816418
41,3.5366569,0.7428461,0.0,0.0,0.0,0.0,2.8425615,0.6970322,0.0,1.2007362,0.0,2.1400526,4.919101,8.749335,0.0,0.34491226,0.0,0.0,1.8990324,0.5686904
42,0.0,1.3652706,1.8202906,0.94552135,0.74670607,3.469827,0.0,0.0,0.4128646,0.0,1.9754109,2.1878397,0.0,0.0,0.21623477,0.0,0.0,0.0,0.0,0.024069011
43,0.0,0.964796,0.47897813,0.9553793,1.855675,1.430419,0.0,0.0,0.5926787,0.0,2.6143527,2.0431468,0.37297273,0.0,0.28517964,0.0,0.0,0.0,0.0,0.12813357
44,0.0,1.4401214,1.3947444,1.0429265,1.0624852,2.657382,0.0,0.0,0.37487313,0.0,2.019363,2.276761,0.04032737,0.0,0.39800972,0.0,0.0,0.0,0.0,0.0
45,0.53324986,0.15225278,0.0,0.0,0.0,0.0,1.1664349,0.6984737,0.0,0.8067333,0.0,0.24067204,1.3521448,2.1256032,0.57297826,2.2123225,0.0,0.14207874,2.669958,0.74427193
46,1.4035348,0.0,0.55712867,0.0,0.0,0.0,0.0,1.0671712,0.0,0.6247497,0.0,0.0,0.0,0.0,0.0,1.9839648,1.4900297,2.6015668,0.5933757,0.0
47,1.1190948,0.0,0.55267227,0.0,0.0,0.0,0.0,0.735046,0.0,0.41727594,0.0,0.0,0.0,0.0,0.0,1.9621334,1.7709023,2.8575351,0.3409039,0.0
48,0.0,0.3189777,0.6481696,0.8831464,1.5494236,1.0014992,0.0,0.0,0.5679821,0.0,4.547197,2.285573,0.12087676,0.024763882,0.0,0.0,0.0,0.0,0.0,0.0032286942
49,1.199419,0.0,0.0,0.0,0.0,0.0,0.7339724,0.0071157664,0.0,1.9969825,0.0,0.0,0.0,0.077278465,0.0,3.9625313,2.1989741,0.6416917,1.4572098,0.0
50,0.7309469,0.0,0.0,0.0,0.0,0.0,0.954248,0.66958356,0.0,1.268636,0.0,0.15059103,0.91363925,2.033441,0.19117421,2.8755474,0.27113712,0.3174227,2.809735,0.61211014
51,0.0,1.35461,0.8074218,1.0369513,1.4787095,1.877646,0.0,0.0,0.43666506,0.0,2.1850858,2.1897695,0.28985286,0.0,0.46358174,0.0,0.0,0.0,0.0,0.0118917525
52,0.9149537,0.017983109,0.0,1.0907322,2.8383107,0.0,0.0,0.0,0.57914966,0.0,0.50131655,0.381698,1.0844007,0.36856106,0.0,0.0,0.0,0.0,0.35667393,3.8919458
53,0.60147846,0.1892695,0.0,0.9876994,2.3171258,0.0,0.0,0.0,0.4303153,0.0,0.46742725,0.3328051,1.28333,0.7116785,0.06933783,0.0,0.0,0.0,0.84430546,2.990394
54,1.0178676,0.0,0.42243904,0.0,0.0,0.0,0.000844277,0.55148077,0.0,0.3578291,0.0,0.0,0.0,0.0,0.0,2.10962,1.9657912,2.7993379,0.2903646,0.0
55,1.2409353,0.0,0.0,0.0,0.0,0.0,0.38319975,0.14216115,0.0,1.3043784,0.0,0.0,0.0,0.11704779,0.0,3.5334911,1.8371919,1.1390553,1.2588296,0.0
56,0.75087875,0.0,0.0,0.0,0.41775164,0.0,1.1403228,0.06339227,0.0,4.057512,0.0,0.0,0.0,0.9253304,0.0,3.796898,0.7287367,0.12488565,4.136356,0.4103474
57,1.3600323,0.0,0.74221385,0.0,0.0,0.0,0.0,1.2104269,0.0,0.590226,0.0,0.0,0.0,0.0,0.0,1.6973495,1.4972659,2.8802185,0.4842045,0.0
58,1.1173925,0.0,0.6329014,0.0,0.0,0.0,0.0,0.786659,0.0,0.41432747,0.0,0.0,0.0,0.0,0.0,1.8701613,1.7214801,2.9355772,0.32178044,0.0
59,1.7480507,0.13933668,0.0,0.0,0.06769954,0.0,1.4237978,0.9665605,0.0,0.7409901,0.0,0.5988199,1.6537155,7.583853,0.0,0.65719885,0.0,0.0,5.242086,0.7721635
60,0.30156398,0.048477426,0.0,0.6996741,3.2726743,0.09111954,0.0,0.0,1.1261015,0.0,1.4079198,0.20298418,0.9923475,0.022462666,6.353855e-05,0.0,0.0,0.0,0.08772245,2.5403817
61,0.4606343,0.044433936,0.0,0.50670743,3.55998,0.0,0.0,0.0,1.0335906,0.0,1.1328464,0.14789668,0.7704375,0.002945006,0.08218598,0.0,0.0,0.0,0.04586938,3.2558665
62,1.1395706,0.0,0.0,0.0,0.0,0.0,0.2759017,0.1470407,0.0,0.85032886,0.0,0.0,0.0,0.0,0.0,3.2013116,2.28309,1.6457312,0.6822569,0.0
63,0.15175064,0.69428295,0.0,0.89565325,1.9564188,0.24144763,0.0,0.0,0.4676951,0.0,0.7043128,0.567262,1.3647602,0.7405398,0.4113124,0.0,0.0,0.0,0.77879775,1.6136727
64,1.2406825,0.0,0.0,0.0,0.0,0.0,0.3051007,0.19112554,0.0,1.097973,0.0,0.0,0.0,0.06919879,0.0,3.3564563,1.8861395,1.3716764,1.0663757,0.0
65,0.0,2.2385943,1.141716,1.3806365,0.95857453,1.8433373,0.0,0.0,0.21144858,0.0,1.0312057,1.4221975,0.5322699,0.061450094,1.4233632,0.0,0.0,0.0,0.0,0.0013476908
66,0.0,1.0006294,2.42801,3.834032,0.0,4.3619823,0.14003792,0.0,0.39840165,0.0,0.029561657,0.04302855,0.0,0.0,0.5932684,0.0,0.0,0.5206404,0.0,0.0
67,0.0,2.8615239,1.1592833,2.2898252,0.0,1.1046311,0.68148106,0.38748154,0.027881816,0.0,0.15605581,0.3181572,0.72107255,0.0,3.923182,0.0,0.0,0.2187903,0.0,0.0
68,1.8749856,0.0,1.4970955,0.0,0.0,0.0,0.0,5.495718,0.0,2.4446082,0.0,0.0,0.0,0.07969281,0.0,0.17085333,1.2688391,3.0731642,0.83843756,0.0
69,2.300406,1.0918918,0.0,0.5965558,1.7588843,0.2737937,0.9153892,0.0,2.000302,0.0,0.42326653,2.4134204,2.2019207,0.6538527,0.4408244,0.0,0.0,0.0,3.114089,1.5356579
70,0.87038124,0.0,0.0,0.0,0.15934885,0.0,0.9559177,0.106071964,0.0,3.3753583,0.0,0.0,0.0,0.9648955,0.0,3.834914,0.8203674,0.108008325,3.7081363,0.4253525
71,1.226334,0.0,0.006470293,0.0,0.0,0.0,0.25302488,0.22594014,0.0,0.9401541,0.0,0.0,0.0,0.030784726,0.0,3.2039456,1.9511834,1.570075,0.89418924,0.0
72,0.48109746,0.034787297,0.0,0.60163003,3.458457,0.001375094,0.0,0.0,0.99351966,0.0,1.1000382,0.16828899,0.84674525,0.017521411,0.052338824,0.0,0.0,0.0,0.06854078,3.2268367
73,0.0,1.8989046,2.1807532,4.448203,0.0,0.5564223,2.3387842,0.38695937,1.3361118,0.0,0.0,0.04215306,0.0,0.0,4.5680065,0.0,0.0,1.5627826,0.0,0.0
74,0.17427212,2.2823758,0.0,0.0,0.0,0.0,1.9324701,2.3258169,0.0,0.6386071,0.0,1.1689982,6.317407,2.0940516,3.3791654,0.6586976,0.0,0.0,0.08713314,0.007815689
75,0.0,0.9882736,2.1119633,4.8256984,0.0,4.0040083,0.57472223,0.0015990138,0.016849786,0.0,0.0,0.0,0.0,0.0,0.6625867,0.0,0.0,1.3246362,0.0,0.0
76,0.9036184,0.01847732,0.0,0.9825832,3.053569,0.0,0.0,0.0,0.6256059,0.0,0.5590699,0.38761568,0.95896083,0.21882838,0.023316383,0.0,0.0,0.0,0.20894906,4.018521
77,1.9843974,0.0,1.5194093,0.0,0.0,0.0,0.0,7.085542,0.0,3.2549648,0.0,0.0,0.0,0.1272797,0.0,0.0935252,1.2612095,2.675111,0.95160043,0.0
78,1.6934887,0.0,0.3272276,0.0,0.0,0.0,0.0,2.1309483,0.0,1.0876423,0.0,0.0,0.0,0.021504939,0.0,1.8211744,1.2871419,2.3986268,0.912091,0.0
79,0.0,0.017062679,1.068554,0.7905765,1.4281981,0.3719799,0.0,0.0,0.8667362,0.0,5.632672,1.8869891,0.0,0.21723369,0.0,0.0,0.0,0.0,0.0,0.0
80,0.837598,0.08057655,0.0,0.0,0.08380699,0.0,1.6042278,1.00486,0.0,1.1211874,0.0,0.6449804,1.8287833,6.2722073,0.11708759,1.0878016,0.0,0.0,4.742803,0.96326315
81,1.1829922,0.0,0.66521025,0.0,0.0,0.0,0.0,0.8817607,0.0,0.45750484,0.0,0.0,0.0,0.0,0.0,1.8326033,1.6523627,2.9175406,0.36524478,0.0
82,0.79339653,0.0,0.0,0.0,0.31474525,0.0,1.0622703,0.084016986,0.0,3.7862263,0.0,0.0,0.0,0.9611907,0.0,3.8061924,0.7519684,0.11034277,3.995659,0.42488953
83,0.0,0.29384834,0.5499128,0.86887616,1.7753879,0.8502003,0.0,0.0,0.743369,0.0,4.4020734,2.0743184,0.17552376,0.04196459,0.0075232685,0.0,0.0,0.0,0.0,0.049464256
84,0.0,1.2935581,2.2177305,0.8876299,0.5220952,4.334645,0.0,0.0,0.6992157,0.0,1.7058092,1.7455379,0.019850135,0.0,0.098322555,0.0,0.0,0.0,0.0,0.030635506
85,1.1088185,0.0,0.30931917,0.0,0.0,0.0,0.043385077,0.5041677,0.0,0.45158285,0.0,0.0,0.0,0.0,0.0,2.347876,1.9514197,2.5239587,0.3987381,0.0
86,0.5698657,0.0,0.0,0.0,0.47428066,0.0,0.91339916,0.20080115,0.0,3.6569848,0.0,0.08049141,0.0045965314,1.7170262,0.0,3.361699,0.3418255,0.14719579,4.8269396,0.567835
87,0.0,0.1454539,0.0,0.722621,2.8416295,0.42318696,0.0,0.0,1.4732131,0.0,2.627015,0.856727,0.8200931,0.042767227,0.0,0.0,0.0,0.0,0.017344326,0.97436893
88,0.0,2.0437694,2.1388347,4.394762,0.0,1.6136736,1.4195335,0.27874652,0.3124898,0.0,0.0,0.028910562,0.0,0.0,3.0224433,0.0,0.0,0.9361342,0.0,0.0
89,0.74241465,0.0,0.568803,0.0,0.0,0.0,0.0,0.5177226,0.0,0.19782588,0.0,0.0,0.0,0.0,0.0,1.7592169,2.0700808,3.2791345,0.12409577,0.0
90,0.0,1.7661958,2.963471,5.736093,0.0,1.0421363,2.755903,0.43974373,1.4514295,0.0,0.0,0.0,0.0,0.0,2.4404218,0.0,0.0,2.5532663,0.0,0.0
91,1.1279218,0.0,0.0,0.0,0.0,0.0,1.0350815,0.002744615,0.0,2.9994876,0.0,0.0,0.0,0.25131404,0.0,4.149101,1.7289745,0.22844836,2.3511686,0.11471295
92,0.20908076,0.5780771,0.0,0.8570875,1.9896085,0.16948716,0.0,0.0,0.45342067,0.0,0.6389203,0.48896247,1.3688786,0.77462834,0.33961624,0.0,0.0,0.0,0.8543372,1.8229647
93,0.0,1.8818626,0.3287933,1.0055516,1.2944287,0.83807915,0.08636086,0.0,0.341709,0.0,0.8302762,1.1163129,1.3476826,0.7017767,1.2164311,0.0,0.0,0.0,0.2625013,0.35422483
94,1.6052438,0.0,1.9589058,0.0,0.0,0.0,0.0,4.465382,0.0,2.050247,0.0,0.0,0.0,0.16442057,0.0,0.27483922,1.0250586,3.4267833,0.6255216,0.0
95,0.1737623,0.33120498,0.0,0.9630677,2.7111273,0.2685997,0.0,0.0,0.93910897,0.0,1.4295788,0.52109283,1.2482908,0.15378204,0.09766942,0.0,0.0,0.0,0.16527924,1.7634163
96,1.2202554,0.48237917,0.0,0.21616608,1.6639279,0.0016127899,0.6322065,0.0,0.5203202,0.0,0.13763393,1.0150349,1.6599618,0.80233365,0.33913493,0.0,0.0,0.0,2.1477323,1.7865629
97,0.0,0.90762734,0.3862167,0.94191223,1.9539119,1.310226,0.0,0.0,0.64367276,0.0,2.6192195,1.9608088,0.43941867,0.0,0.26959592,0.0,0.0,0.0,0.0,0.17514849
98,0.022341087,1.631603,0.0,0.0,0.0,0.0,0.19051898,3.171148,0.0,0.061575014,0.0,0.1987883,5.5740848,0.006254971,6.7133694,1.5166639,0.0,0.18630323,0.0,0.9042618
99,1.0319068,0.0,0.14502642,0.0,0.0,0.0,0.100379914,0.30233207,0.0,0.46513197,0.0,0.0,0.0,0.0,0.0,2.6173453,2.2397103,2.3169143,0.38552222,0.0
100,0.0,0.7296918,1.7645895,4.9286613,0.0,4.5140595,0.4194225,0.0,0.037312772,0.0,0.0,0.044829786,0.0,0.0,0.4288159,0.0,0.0,1.6953409,0.0,0.0
101,1.6785626,0.0,1.6036224,0.0,0.0,0.0,0.0,4.1986346,0.0,1.8441981,0.0,0.0,0.0,0.104518026,0.0,0.38718653,1.1801934,3.3315282,0.6503265,0.0
102,1.2767006,0.0,0.46404052,0.0,0.0,0.0,0.013552723,0.78749096,0.0,0.5436192,0.0,0.0,0.0,0.0,0.0,2.1555455,1.6437789,2.566717,0.5098002,0.0
103,1.1899743,0.0,0.32404423,0.0,0.0,0.0,0.05685962,0.5531075,0.0,0.5222915,0.0,0.0,0.0,0.0,0.0,2.397966,1.8210057,2.417018,0.4807954,0.0
104,0.0,1.5251682,0.0,0.22955188,0.72830945,0.08077718,0.77534544,0.23199187,0.0,0.0,0.08779114,0.60847336,1.8207663,2.0131338,1.3360033,0.0,0.0,0.0,1.4979665,0.8020414
105,1.074724,0.0,0.0,0.0,0.0,0.0,0.39990282,0.03939964,0.0,0.980815,0.0,0.0,0.0,0.0,0.0,3.4163322,2.6736946,1.432681,0.6290209,0.0
106,0.0,1.6319718,1.2062836,1.11381,1.2157927,2.2945666,0.0,0.0,0.38032195,0.0,1.7156701,2.107562,0.15337306,0.0,0.62123907,0.0,0.0,0.0,0.0,0.0
107,0.0,1.1705668,2.1126945,0.7365075,0.50304836,4.385855,0.0,0.0,0.66886646,0.0,2.0024476,1.9039154,0.046802342,0.0,0.043203205,0.0,0.0,0.0,0.0,0.0670284
108,0.0,0.15622255,0.13326478,0.71292955,2.6227913,0.5086526,0.0,0.0,1.4584738,0.0,3.3420303,1.1895804,0.5662188,0.07386008,0.0,0.0,0.0,0.0,0.0,0.5453665
109,0.517699,0.0,1.3932011,0.0,0.0,0.0,0.0,0.8692633,0.0,0.3267597,0.0,0.0,0.0,0.0,0.0,0.9647128,1.5003135,4.086416,0.05585426,0.0
110,1.2520633,0.0,0.0,0.0,0.0,0.0,0.33333686,0.18560518,0.0,1.2112103,0.0,0.0,0.0,0.12022033,0.0,3.4397714,1.7753111,1.2380782,1.2287372,0.0
111,0.0,1.3095596,1.7132785,0.91970783,0.78798217,3.3251293,0.0,0.0,0.38737845,0.0,2.1362343,2.2926586,0.00025299191,0.0,0.2046622,0.0,0.0,0.0,0.0,0.025083542
112,0.06143321,0.78739434,0.0,0.0,0.12751538,0.0,1.2580115,0.7110927,0.0,0.70721596,0.0,0.43377143,1.7666185,3.1474514,0.9911333,1.3286552,0.0,0.0,2.8287919,0.8936926
113,0.0,0.6462637,0.64736867,0.9091019,1.5543188,1.4734442,0.0,0.0,0.46015912,0.0,3.6722624,2.3917398,0.16040853,0.0,0.07884057,0.0,0.0,0.0,0.0,0.004816115
114,0.9003331,0.0,0.59797037,0.0,0.0,0.0,0.0,0.62403554,0.0,0.28405043,0.0,0.0,0.0,0.0,0.0,1.8067023,1.9249481,3.1395953,0.19660097,0.0
115,1.0335245,0.0,0.45594117,0.0,0.0,0.0,0.0,0.58853704,0.0,0.36571163,0.0,0.0,0.0,0.0,0.0,2.0693944,1.9219545,2.8244348,0.29535022,0.0
116,0.10483564,2.5434673,0.0,0.5268739,0.0,0.0,0.6235326,1.7937765,0.0,0.0,0.0,0.033792928,2.9215474,0.0,7.1271334,1.1324551,0.0,0.58629256,0.0,0.4126093
117,0.8988267,0.0,0.50161606,0.0,0.0,0.0,0.0,0.54365295,0.0,0.2797888,0.0,0.0,0.0,0.0,0.0,1.9405708,2.007265,3.0234048,0.19987905,0.0
118,0.01992996,0.3108298,0.0,0.86293465,2.7311559,0.42951715,0.0,0.0,1.1723392,0.0,2.0239458,0.804962,1.0554997,0.046411455,0.07003337,0.0,0.0,0.0,0.05720538,1.2028452
119,0.9321689,0.0,0.7141982,0.0,0.0,0.0,0.0,0.7301786,0.0,0.3140593,0.0,0.0,0.0,0.0,0.0,1.6825418,1.8115846,3.2231,0.20583442,0.0
120,0.0,1.9819708,2.3147323,3.2652209,0.0,2.7887013,0.40048775,0.0,0.109609276,0.0,0.181378,0.2712134,0.0,0.0,1.731941,0.0,0.0,0.15282732,0.0,0.0
121,0.0,1.7183537,2.4341779,3.6864896,0.0,3.0857732,0.46918124,0.0,0.13448322,0.0,0.09400869,0.13924198,0.0,0.0,1.465847,0.0,0.0,0.31510302,0.0,0.0
122,0.7935907,0.0,0.0022746623,0.0,0.0,0.0,0.15634756,0.07593124,0.0,0.3651976,0.0,0.0,0.0,0.0,0.0,2.7830958,2.8901129,2.2463999,0.20969442,0.0
123,1.1735622,0.013924122,0.0,1.1209612,2.9221146,0.0,0.0,0.0,0.4827845,0.0,0.33243597,0.6083151,0.84408635,0.29586524,0.07564747,0.0,0.0,0.0,0.23496374,4.6034327
124,0.23811275,0.41589022,0.0,1.0359795,2.531466,0.22381997,0.0,0.0,0.7598375,0.0,1.1343355,0.4761783,1.341437,0.3175937,0.15652764,0.0,0.0,0.0,0.30207103,1.9111581
125,2.0487478,0.0,1.3298185,0.0,0.0,0.0,0.0,7.541661,0.0,3.4701097,0.0,0.0,0.0,0.08526474,0.0,0.028103009,1.3794839,2.5574415,1.0534128,0.0
126,0.9043143,0.016480044,0.0,0.9801767,3.0556586,0.0,0.0,0.0,0.629387,0.0,0.55741227,0.38761306,0.9586613,0.22008166,0.021851003,0.0,0.0,0.0,0.20828381,4.021009
127,1.4154087,0.0,0.4223288,0.0,0.0,0.0,0.028828563,0.90800893,0.0,0.6672167,0.0,0.0,0.0,0.021292776,0.0,2.2512124,1.4645509,2.345647,0.70587087,0.0
128,0.0,2.337879,1.8297383,3.7332592,0.0,1.4762652,1.1103841,0.30011153,0.14132196,0.0,0.0,0.08979122,0.09402254,0.0,3.4108837,0.0,0.0,0.586115,0.0,0.0
129,1.3007731,0.0,0.36346617,0.0,0.0,0.0,0.039053433,0.71940124,0.0,0.5938449,0.0,0.0,0.0,0.0,0.0,2.3286767,1.6421717,2.3896298,0.5932987,0.0
130,1.2424409,0.04223755,0.0,1.0714399,2.992191,0.0,0.0,0.0,0.44921446,0.0,0.28004873,0.7397962,0.70194495,0.25920165,0.16764356,0.0,0.0,0.0,0.16540828,4.8672156
131,0.0,0.95064086,0.37478468,0.9434088,1.9683233,1.3054029,0.0,0.0,0.64986986,0.0,2.4899209,1.9176334,0.47361374,0.0,0.3011088,0.0,0.0,0.0,0.0,0.19786498
132,1.005969,0.0,0.0,0.0,0.0,0.0,0.69138074,0.76240313,0.0,0.9989365,0.0,0.0,0.69951844,1.3193567,0.07581787,2.8529122,0.47312564,0.7699556,2.163287,0.37329614
133,1.3957274,0.0,0.45279038,0.0,0.0,0.0,0.021931784,0.9060279,0.0,0.64103454,0.0,0.0,0.0,0.009727448,0.0,2.2026868,1.4917523,2.4122913,0.65656936,0.0
134,1.0679343,0.0,0.0,0.0,0.0,0.0,0.56288296,0.33888555,0.0,1.6710868,0.0,0.0,0.20724213,1.1368315,0.0,3.4838352,0.821675,0.52386814,2.6096394,0.36344486
