CONFIGURATION_1-PLANE_1-OBJECT_1-REDSHIFT CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-Y WEIGHT
0.092 16.314 15.266 14.888 19.50788225 19.85852952 1.0
0.039 12.748 11.822 11.492 19.47128261 21.22665043 1.0
0.516 21.726 19.882 18.75 19.90148857 19.68935571 1.0
0.256 19.506 17.867 17.284 20.01739876 19.41831059 1.0
0.824 25.332 22.733 21.425 20.93390502 22.60207626 1.0
0.589 23.148 21.29 19.977 19.06143308 21.3181762 1.0
0.554 20.818 18.977 17.738 20.46954407 22.67453567 1.0
0.336 19.289 17.362 16.709 20.60282889 19.0624896 1.0
0.191 17.663 16.245 15.734 19.08540919 20.47669818 1.0
0.431 21.501 19.582 18.773 20.12477528 20.03714373 1.0
0.666 23.333 21.385 19.89 19.71133718 21.46315601 1.0
0.412 19.665 17.73 16.977 21.61596098 21.40572842 1.0
0.237 18.999 17.413 16.846 19.69192451 21.0032089 1.0
0.489 21.325 19.454 18.426 19.50189944 21.16942444 1.0
0.36 20.76 18.795 18.13 20.60939342 22.00965562 1.0
0.54 21.783 19.943 18.739 19.27809823 22.00095512 1.0
0.328 20.265 18.362 17.713 19.71402545 21.26670489 1.0
0.854 23.697 20.974 19.708 19.70748212 21.46887322 1.0
0.471 20.107 18.213 17.252 18.94451816 22.83658599 1.0
0.559 22.344 20.503 19.251 18.56695234 21.44553693 1.0
0.264 17.696 16.036 15.443 21.27019049 20.77705073 1.0
0.307 20.972 19.157 18.522 18.39683261 20.56393705 1.0
0.11 17.763 16.662 16.267 17.77707803 20.49795205 1.0
0.46 20.222 18.319 17.406 20.65437094 20.13280776 1.0
0.279 18.829 17.122 16.511 19.16910437 21.08753722 1.0
0.524 22.034 20.194 19.034 18.34748755 21.84186905 1.0
0.249 19.443 17.822 17.245 18.77973611 21.41040098 1.0
0.289 19.588 17.848 17.225 19.76644786 22.27466079 1.0
0.448 21.557 19.647 18.782 20.11180142 22.37155945 1.0
0.529 21.996 20.156 18.982 17.49408217 21.51579702 1.0
0.387 21.125 19.168 18.47 19.98430787 20.22207422 1.0
0.533 21.524 19.684 18.499 18.47151229 21.01965915 1.0
0.613 22.584 20.693 19.332 20.03578886 20.57385178 1.0
0.227 20.119 18.562 18.005 20.51296019 21.71545364 1.0
0.463 21.32 19.419 18.492 19.5628404 20.44744186 1.0
0.165 17.244 15.938 15.459 21.84782919 20.87102621 1.0
0.459 19.814 17.91 17.001 20.04233309 22.26887942 1.0
0.461 21.83 19.927 19.012 18.49481581 20.98858517 1.0
0.321 21.391 19.515 18.871 20.37090077 21.64172186 1.0
0.343 19.68 17.734 17.078 18.47294619 21.49061288 1.0
0.319 19.766 17.896 17.253 18.23660226 19.86945558 1.0
0.877 25.246 22.475 21.219 19.89862459 21.09772152 1.0
0.638 23.619 21.69 20.269 18.70779555 19.97554318 1.0
0.447 21.461 19.551 18.688 19.60866038 19.73031912 1.0
0.39 19.404 17.449 16.744 19.92625958 22.41832793 1.0
0.535 21.746 19.905 18.714 20.66909563 20.45879619 1.0
0.692 22.437 20.452 18.906 19.76709875 20.65915391 1.0
0.762 23.377 21.079 19.619 19.52191251 20.17324727 1.0
0.754 23.449 21.19 19.713 18.89536223 22.88948775 1.0
0.323 20.934 19.047 18.401 18.09070148 22.54203236 1.0
0.333 21.247 19.328 18.676 19.43004285 20.64534106 1.0
0.509 21.793 19.946 18.838 19.25830674 19.90767707 1.0
0.304 20.406 18.601 17.967 17.95634248 20.87303293 1.0
0.656 22.518 20.574 19.106 20.2814238 19.40343018 1.0
0.219 17.519 15.987 15.437 19.56672018 21.22401881 1.0
0.321 19.127 17.247 16.602 18.61114912 20.94321136 1.0
0.445 18.972 17.061 16.205 20.21394938 20.58712275 1.0
0.415 21.539 19.606 18.846 18.05553687 21.87961801 1.0
0.663 22.551 20.604 19.115 18.61725339 23.19030255 1.0
0.182 18.974 17.593 17.092 21.05064157 22.07605202 1.0
0.716 23.175 21.102 19.553 19.3800789 19.37816088 1.0
0.353 20.926 18.966 18.306 20.99551254 20.99423709 1.0
0.401 21.049 19.103 18.377 21.77057102 21.30082929 1.0
0.319 19.481 17.613 16.97 19.59396545 19.23330826 1.0
0.242 18.91 17.309 16.738 19.25845907 20.68757568 1.0
0.122 17.135 15.997 15.588 19.40978263 21.51765632 1.0
0.398 21.483 19.535 18.814 18.96166408 21.00668348 1.0
0.568 22.679 20.836 19.562 19.80340067 19.48689504 1.0
0.705 23.388 21.361 19.806 18.46479186 21.82911846 1.0
0.17 17.657 16.332 15.847 19.87850521 18.09946048 1.0
0.988 26.577 23.75 22.495 18.695307 19.45857207 1.0
0.609 22.567 20.682 19.328 19.18825989 20.19300467 1.0
0.142 15.275 14.065 13.623 21.93292415 20.92196411 1.0
0.35 20.485 18.529 17.871 20.118037 19.45638872 1.0
0.318 20.004 18.139 17.496 20.22746364 20.43013384 1.0
0.294 17.432 15.67 15.042 19.18649291 20.05514119 1.0
0.471 21.706 19.812 18.852 20.56086218 20.64269515 1.0
0.257 20.033 18.392 17.807 18.18676633 20.75461069 1.0
0.755 25.008 22.742 21.268 19.77477349 21.45492509 1.0
0.499 20.742 18.885 17.817 19.92647832 20.85029389 1.0
0.369 20.36 18.394 17.723 19.05915784 19.77276873 1.0
0.497 22.003 20.144 19.082 17.58841401 20.56640692 1.0
0.064 14.562 13.586 13.227 20.13575645 20.62058511 1.0
0.808 24.788 22.269 20.928 17.08430599 20.36956954 1.0
0.373 19.424 17.46 16.784 20.80277178 21.00163874 1.0
0.255 20.194 18.557 17.975 19.16845498 20.37896631 1.0
0.666 23.134 21.185 19.689 18.33844778 18.83510404 1.0
0.172 16.962 15.628 15.14 17.62572395 19.85830429 1.0
0.256 19.171 17.532 16.949 20.10247684 21.14135715 1.0
0.881 24.819 22.043 20.792 20.86245769 20.61128325 1.0
0.236 18.281 16.698 16.133 19.47463403 20.97574462 1.0
0.148 17.749 16.514 16.061 18.73113752 21.92039221 1.0
0.589 21.537 19.679 18.365 18.15938921 20.5379808 1.0
0.432 21.186 19.268 18.455 19.6413537 20.3039934 1.0
0.101 17.062 15.99 15.606 19.42969469 20.40560906 1.0
0.773 24.527 22.175 20.738 20.35927464 20.55498753 1.0
0.475 22.673 20.784 19.805 19.38261315 20.41201949 1.0
0.212 18.342 16.835 16.295 17.56463316 22.44232406 1.0
0.278 19.313 17.61 16.999 20.36730287 22.62897383 1.0
0.843 24.725 22.04 20.759 20.79066624 20.84318056 1.0
0.64 22.21 20.279 18.852 22.18763352 21.20283756 1.0
0.797 23.518 21.054 19.688 18.86644415 20.52459702 1.0
0.178 17.108 15.745 15.249 20.8540234 23.02976684 1.0
0.123 16.076 14.934 14.523 19.74239104 21.25296656 1.0
0.449 21.199 19.29 18.42 19.54383516 21.709418 1.0
0.35 20.657 18.7 18.041 18.72843225 21.9971339 1.0
0.529 21.549 19.708 18.533 19.10395013 21.40715451 1.0
0.292 18.958 17.207 16.581 17.88867996 20.1628594 1.0
0.218 17.537 16.011 15.463 19.10962265 20.57224208 1.0
0.08 17.133 16.119 15.749 21.71469472 20.28643404 1.0
0.168 17.424 16.106 15.623 21.01096893 21.91173158 1.0
0.35 20.642 18.685 18.026 20.51293623 23.21781195 1.0
0.728 23.761 21.633 20.097 19.25147242 23.1346376 1.0
0.419 21.095 19.166 18.395 20.6441172 23.11227146 1.0
0.514 21.878 20.034 18.907 19.82196438 22.10213541 1.0
0.858 25.84 23.108 21.844 19.21191141 20.02787353 1.0
0.887 25.381 22.599 21.357 19.04829187 22.32650038 1.0
0.359 20.628 18.664 18.0 19.97084336 20.97653603 1.0
0.169 17.267 15.946 15.462 18.48224908 22.83154089 1.0
0.569 21.374 19.53 18.255 20.28122594 21.60997069 1.0
0.992 26.306 23.468 22.215 18.63473828 20.48840418 1.0
0.401 20.514 18.569 17.841 19.10077634 22.08047447 1.0
0.118 17.288 16.163 15.759 22.17141815 20.6676701 1.0
0.147 17.983 16.753 16.302 19.13601342 20.38727955 1.0
0.256 18.735 17.095 16.512 20.25265642 21.30312054 1.0
0.307 19.858 18.041 17.405 19.19995002 22.61288931 1.0
0.495 21.558 19.696 18.643 19.30950908 20.63531405 1.0
0.321 19.724 17.848 17.203 18.79784096 20.9642848 1.0
0.065 15.149 14.169 13.808 19.27462914 22.44402102 1.0
0.257 19.305 17.665 17.081 19.60062211 20.51188292 1.0
0.455 20.595 18.689 17.797 20.48004933 20.72107402 1.0
0.529 22.066 20.226 19.05 17.65580724 21.63251924 1.0
0.563 22.961 21.119 19.856 19.75913411 20.46846267 1.0
0.294 19.052 17.289 16.661 19.04648816 22.23616573 1.0
0.123 15.55 14.408 13.996 18.58809738 20.94557449 1.0
0.227 17.461 15.905 15.348 19.907553 20.53996801 1.0
0.393 20.241 18.288 17.578 19.5642552 20.1223413 1.0
0.527 22.394 20.553 19.383 20.81563672 20.59211156 1.0
0.397 21.019 19.07 18.351 18.14270195 20.44765269 1.0
0.559 22.184 20.343 19.091 19.32038701 19.31866569 1.0
0.317 19.94 18.079 17.437 18.93669968 21.38455666 1.0
0.16 15.899 14.615 14.143 19.27779948 20.38263875 1.0
0.31 20.834 19.004 18.367 18.79928728 21.72354876 1.0
0.877 24.731 21.959 20.704 19.34913862 22.77297316 1.0
0.67 21.893 19.942 18.436 20.0793722 21.40053709 1.0
0.933 24.978 22.204 20.942 19.24795477 19.71761853 1.0
0.169 16.559 15.235 14.75 19.44565735 21.50431082 1.0
0.413 22.074 20.14 19.383 18.62787362 21.11161546 1.0
0.291 20.563 18.813 18.187 19.69887984 21.39680692 1.0
0.408 21.066 19.127 18.384 18.58660913 22.87057267 1.0
0.51 21.879 20.032 18.924 20.53999937 20.7673974 1.0
0.429 21.007 19.087 18.284 20.63121174 20.39911423 1.0
0.601 22.7 20.827 19.491 19.60868327 20.14713471 1.0
0.403 20.333 18.389 17.657 19.43396132 20.40089865 1.0
0.43 20.751 18.831 18.028 19.88175919 21.84170997 1.0
0.161 17.983 16.695 16.222 19.00594997 21.00534103 1.0
0.659 22.349 20.404 18.928 20.04643807 22.09076156 1.0
0.112 17.325 16.218 15.822 18.68643981 21.5170386 1.0
0.817 24.767 22.203 20.882 18.49323441 20.74243743 1.0
0.831 23.165 20.529 19.234 18.47858589 21.23409204 1.0
0.505 21.119 19.268 18.175 19.41443883 20.81816552 1.0
0.703 24.304 22.286 20.733 18.72743414 22.42804008 1.0
0.457 20.569 18.664 17.765 18.82356684 20.49398905 1.0
0.303 18.966 17.166 16.532 18.79541346 21.2584651 1.0
0.61 22.47 20.584 19.228 18.9019665 21.94864026 1.0
0.817 23.97 21.408 20.086 19.3560517 20.91653415 1.0
0.411 19.607 17.672 16.92 19.59816059 21.13156783 1.0
0.441 21.314 19.401 18.561 19.43259009 20.70668645 1.0
0.655 22.477 20.534 19.067 18.86156339 22.02503289 1.0
0.211 19.17 17.67 17.132 20.69482381 21.05843125 1.0
0.386 21.778 19.821 19.123 18.51642006 20.4887858 1.0
0.414 21.763 19.83 19.072 17.62738156 20.75794563 1.0
0.043 15.666 14.731 14.396 19.55375429 20.75907284 1.0
0.518 22.219 20.377 19.235 20.18639204 21.36414667 1.0
0.227 19.11 17.553 16.996 20.22331867 18.85206631 1.0
0.841 23.775 21.097 19.815 18.65067898 19.5635702 1.0
0.872 24.643 21.879 20.62 19.58777335 21.19965025 1.0
0.44 20.336 18.422 17.585 19.0233153 20.79752485 1.0
0.261 19.228 17.575 16.986 19.48101055 20.5192027 1.0
0.272 18.163 16.481 15.878 19.90938758 21.52350819 1.0
0.76 23.496 21.207 19.743 20.30628473 20.28851503 1.0
0.314 20.678 18.831 18.191 18.59563752 18.08799543 1.0
0.424 21.331 19.406 18.621 19.42791957 19.18987653 1.0
0.936 26.169 23.397 22.133 20.36116684 20.57774077 1.0
0.095 15.881 14.824 14.445 19.47861694 20.3337927 1.0
0.34 20.391 18.453 17.798 19.04988257 20.21007406 1.0
0.609 22.867 20.982 19.628 18.99246561 21.32163557 1.0
0.335 21.346 19.419 18.767 19.48213742 21.30943312 1.0
0.298 19.54 17.761 17.13 19.97266877 20.68121743 1.0
0.269 20.478 18.803 18.204 19.79922948 21.45015298 1.0
0.363 20.9 18.934 18.267 18.38089895 20.17963499 1.0
0.641 23.325 21.393 19.964 19.90370187 21.09494252 1.0
0.56 22.977 21.136 19.881 19.21298481 19.220944 1.0
0.798 23.556 21.089 19.725 17.52637151 20.57433104 1.0
0.3 19.937 18.152 17.521 21.39338646 20.40057754 1.0
0.175 17.459 16.109 15.617 19.99503154 21.57360708 1.0
0.266 18.651 16.986 16.391 18.38780169 22.63539544 1.0
0.314 18.47 16.624 15.984 18.42171223 20.67518146 1.0
0.756 23.787 21.517 20.045 18.64619569 21.24062111 1.0
0.439 21.027 19.113 18.278 20.74794779 21.61328495 1.0
0.372 20.899 18.934 18.26 18.9859418 20.74997502 1.0
0.345 20.952 19.003 18.346 19.74241279 20.49365181 1.0
0.166 18.112 16.803 16.323 18.79518145 20.28494941 1.0
0.231 18.516 16.946 16.385 20.14158585 18.89855181 1.0
0.363 20.7 18.733 18.067 20.13416935 20.2157151 1.0
0.33 20.406 18.495 17.845 19.83612465 21.70210753 1.0
0.677 23.292 21.336 19.812 18.42742492 20.84036256 1.0
0.376 20.734 18.772 18.091 19.73585586 22.67497585 1.0
0.757 25.304 23.028 21.559 18.19143623 21.72013048 1.0
0.488 20.799 18.927 17.9 19.18682777 19.46352651 1.0
0.694 24.554 22.565 21.018 18.67572554 20.70865382 1.0
0.496 22.786 20.925 19.868 17.67586484 21.74803211 1.0
0.281 17.842 16.131 15.518 18.44725328 20.76598944 1.0
0.194 17.847 16.413 15.898 20.52523474 21.64853882 1.0
0.479 21.496 19.611 18.619 19.00508538 21.48413279 1.0
0.604 21.151 19.274 17.932 18.53879086 19.96935414 1.0
0.584 21.96 20.107 18.803 19.79532983 18.96342421 1.0
0.593 21.315 19.452 18.131 19.37110888 22.44767556 1.0
0.439 21.112 19.198 18.363 21.15549661 20.55536521 1.0
0.442 20.402 18.489 17.645 21.20931874 21.74852662 1.0
0.551 21.697 19.856 18.622 20.8364259 19.64227401 1.0
0.41 19.304 17.367 16.619 20.89531356 20.60989805 1.0
0.494 21.25 19.386 18.339 18.93821052 21.03886604 1.0
0.099 16.792 15.723 15.34 19.61605172 20.15978557 1.0
0.415 20.362 18.43 17.67 19.64256161 19.54533477 1.0
0.091 16.167 15.121 14.745 18.79442794 18.79944704 1.0
0.728 22.498 20.37 18.834 19.43440634 21.68107247 1.0
0.269 19.552 17.876 17.276 20.75944773 21.58080827 1.0
0.432 20.779 18.861 18.048 20.08669512 21.54385891 1.0
0.621 21.324 19.419 18.039 20.91864722 20.25160303 1.0
0.444 21.273 19.361 18.511 18.6257774 22.21947071 1.0
0.691 21.516 19.534 17.99 19.46676201 22.30894355 1.0
0.399 20.035 18.088 17.364 19.93916176 22.73088471 1.0
0.248 20.199 18.58 18.004 19.67179215 22.97705231 1.0
0.157 18.22 16.949 16.482 19.97518353 20.62198194 1.0
0.549 22.03 20.19 18.962 21.75515323 22.30929732 1.0
0.769 24.121 21.789 20.342 18.58823191 20.03411172 1.0
0.269 19.791 18.115 17.516 19.24484852 19.46922927 1.0
0.682 22.88 20.916 19.382 19.997331 21.38142153 1.0
0.183 18.381 16.994 16.492 17.74222383 21.72384701 1.0
0.531 21.592 19.752 18.572 19.91372909 19.70753716 1.0
0.416 20.822 18.89 18.127 20.16642261 19.54343182 1.0
0.435 21.744 19.827 19.008 20.4240372 20.72913847 1.0
0.597 22.307 20.44 19.112 18.56061771 19.19903986 1.0
0.305 20.223 18.415 17.78 19.48383019 21.8545973 1.0
0.363 19.497 17.531 16.865 20.04082061 20.07431855 1.0
0.806 24.465 21.957 20.611 20.42849991 20.13683882 1.0
0.752 25.061 22.809 21.329 19.04591412 19.10982895 1.0
0.577 23.697 21.849 20.559 18.92734623 22.37919277 1.0
0.995 26.647 23.799 22.551 19.33484296 21.11108336 1.0
0.495 21.683 19.82 18.769 18.13138826 20.00177816 1.0
0.698 22.625 20.623 19.072 19.07999276 21.7532137 1.0
0.224 18.777 17.229 16.674 21.24510836 21.56524102 1.0
0.471 21.335 19.441 18.478 19.17566716 21.76468102 1.0
0.981 26.163 23.353 22.098 19.79560791 21.17387923 1.0
0.627 22.468 20.553 19.158 19.27760327 20.06905033 1.0
0.395 21.319 19.369 18.653 20.01214705 21.60421588 1.0
0.411 20.889 18.953 18.203 19.42219116 21.16116602 1.0
0.31 20.12 18.29 17.653 18.66124067 21.95045502 1.0
0.682 22.114 20.151 18.617 18.94394356 19.36043317 1.0
0.258 19.536 17.89 17.305 19.7872195 18.91705653 1.0
0.627 23.46 21.545 20.15 17.3267626 21.35690603 1.0
0.519 22.108 20.266 19.123 19.55685048 21.6438457 1.0
0.277 19.554 17.855 17.246 20.91017987 21.57029688 1.0
0.419 20.597 18.669 17.897 19.12219533 19.3114309 1.0
0.355 20.926 18.964 18.303 18.66041065 22.31915141 1.0
0.655 21.26 19.317 17.851 19.92875201 21.60759001 1.0
0.516 21.612 19.769 18.635 18.96245931 21.26189344 1.0
0.473 20.648 18.757 17.787 20.17919024 22.09786789 1.0
0.967 25.727 22.943 21.686 18.19410068 19.8408996 1.0
0.935 25.43 22.658 21.394 19.15987019 21.7621229 1.0
0.126 17.522 16.371 15.955 19.2203648 20.05435034 1.0
0.419 19.37 17.442 16.669 19.57847971 20.90131038 1.0
0.386 20.222 18.265 17.567 19.68181833 20.89624714 1.0
0.404 20.911 18.969 18.233 19.10542282 19.60927303 1.0
0.199 18.917 17.461 16.939 20.54088581 18.99004322 1.0
0.761 24.472 22.177 20.715 20.97544551 21.41741398 1.0
0.176 17.733 16.377 15.884 19.72460435 22.24977071 1.0
0.909 25.574 22.788 21.552 19.21917154 19.47514486 1.0
0.409 20.921 18.983 18.238 19.33757637 20.92463394 1.0
0.733 24.479 22.325 20.799 19.37526938 21.07360234 1.0
0.214 19.477 17.964 17.422 17.17062286 21.57556186 1.0
0.616 23.077 21.179 19.81 19.42796319 20.67270172 1.0
0.924 24.645 21.865 20.606 19.80894763 21.33668745 1.0
0.386 20.708 18.751 18.052 18.63944863 19.872501 1.0
0.666 22.287 20.339 18.843 18.67470804 21.08471272 1.0
0.418 20.581 18.652 17.882 20.55357342 20.59540616 1.0
0.199 19.545 18.092 17.571 19.69866563 20.73916164 1.0
0.284 19.943 18.222 17.604 19.95788308 21.3762587 1.0
0.88 25.432 22.657 21.405 18.92342856 22.18097512 1.0
0.508 22.371 20.522 19.42 20.36802146 20.1335206 1.0
0.773 23.995 21.644 20.207 19.42027517 23.20710138 1.0
0.307 19.797 17.983 17.348 19.16684394 20.45788164 1.0
0.466 21.763 19.864 18.925 19.91096134 19.77149143 1.0
0.508 22.361 20.512 19.411 22.05045508 20.64731337 1.0
0.336 21.541 19.613 18.96 20.17462694 21.62618325 1.0
0.627 23.331 21.417 20.024 19.43286923 22.14106247 1.0
0.648 23.977 22.038 20.592 18.6673641 18.899482 1.0
0.818 23.5 20.93 19.611 20.51625741 21.17983809 1.0
0.294 19.336 17.575 16.948 19.65949408 21.44432524 1.0
0.568 22.996 21.153 19.881 18.87807496 21.71627153 1.0
0.304 18.37 16.568 15.934 19.71580652 23.22674738 1.0
0.661 23.94 21.994 20.512 19.23510831 21.2248039 1.0
0.735 22.669 20.503 18.982 20.80813049 20.59270961 1.0
0.314 19.991 18.146 17.506 20.67845412 19.32741528 1.0
0.482 20.946 19.066 18.062 20.98971543 21.69660628 1.0
0.128 17.402 16.243 15.824 18.51209903 23.25166587 1.0
0.644 22.057 20.121 18.684 18.00501283 21.86037809 1.0
0.53 21.216 19.376 18.198 18.0712362 21.01295352 1.0
0.177 17.63 16.274 15.78 18.98797461 19.38904283 1.0
0.228 17.762 16.202 15.644 18.63485994 20.20100028 1.0
0.541 21.704 19.864 18.657 19.28880639 20.63984967 1.0
0.385 21.333 19.375 18.679 18.48116488 20.58227189 1.0
0.865 26.487 23.738 22.478 20.08644662 21.52968716 1.0
0.782 23.683 21.287 19.88 22.14401536 20.09115898 1.0
0.253 19.402 17.77 17.19 19.46899059 20.71221837 1.0
0.432 19.589 17.67 16.86 18.7349154 20.85971141 1.0
0.821 24.346 21.761 20.448 21.63701844 19.13125594 1.0
0.506 21.442 19.592 18.497 18.66632046 21.40928521 1.0
0.454 20.483 18.577 17.689 18.47294937 21.94130329 1.0
0.131 17.135 15.965 15.54 19.42172747 20.16199113 1.0
0.54 22.547 20.707 19.502 18.80878059 18.59151476 1.0
0.679 22.481 20.52 18.99 20.81047233 21.0064703 1.0
0.35 20.549 18.593 17.934 20.08036332 19.60905914 1.0
0.321 20.378 18.5 17.856 20.63286101 20.12572582 1.0
0.529 21.629 19.789 18.614 19.61673055 19.9477836 1.0
0.202 18.312 16.845 16.319 19.24480716 21.41940841 1.0
0.652 23.543 21.602 20.144 18.5620035 20.6061062 1.0
0.314 19.789 17.943 17.304 17.94588108 21.25769232 1.0
0.298 20.397 18.62 17.99 20.18712104 20.66800782 1.0
0.262 18.648 16.993 16.402 18.41449443 21.47761655 1.0
0.336 19.33 17.403 16.75 19.37720824 22.89629186 1.0
0.486 20.074 18.198 17.182 20.66980373 21.84893904 1.0
0.494 22.063 20.199 19.151 20.29223125 20.71031821 1.0
0.235 20.474 18.894 18.33 19.67253947 22.3086534 1.0
0.599 22.737 20.868 19.536 19.55864686 20.34467198 1.0
0.312 18.976 17.135 16.496 18.91498889 21.59997421 1.0
0.639 22.986 21.056 19.632 18.06096871 20.74501513 1.0
0.428 21.972 20.05 19.252 18.47110484 20.14052836 1.0
0.155 18.151 16.889 16.425 20.29486323 21.68914483 1.0
0.732 23.65 21.502 19.973 19.38534964 21.74582384 1.0
0.498 21.891 20.033 18.968 19.73084022 21.06209284 1.0
0.108 17.38 16.285 15.892 20.28460314 22.43304029 1.0
0.466 21.166 19.267 18.329 20.75033611 21.18457541 1.0
0.195 17.607 16.169 15.653 20.8650857 19.56390581 1.0
0.481 21.026 19.143 18.145 18.80939144 20.45999871 1.0
0.583 21.399 19.547 18.246 19.58871936 20.6771364 1.0
0.356 21.184 19.221 18.559 19.44920636 21.15088275 1.0
0.679 22.438 20.478 18.948 19.89732153 19.69506798 1.0
0.689 22.853 20.876 19.334 18.96844339 21.13245644 1.0
0.421 21.128 19.201 18.424 19.21912329 21.98840207 1.0
0.395 22.152 20.201 19.487 18.85073885 22.08667788 1.0
0.281 19.975 18.261 17.647 19.11749688 20.69940339 1.0
0.328 19.017 17.113 16.464 19.94541724 20.61009995 1.0
0.08 15.587 14.573 14.203 19.41936104 23.21207261 1.0
0.845 24.136 21.446 20.167 19.46581076 23.35700688 1.0
0.247 20.543 18.927 18.352 18.80800215 20.59550303 1.0
0.477 20.011 18.123 17.14 18.0944266 22.01740639 1.0
0.577 22.438 20.591 19.3 21.28981641 17.87421685 1.0
0.35 19.207 17.251 16.592 20.97162876 21.02871755 1.0
0.289 17.793 16.05 15.427 19.8832165 20.94907888 1.0
0.211 18.184 16.681 16.143 18.20550464 21.70298613 1.0
0.263 20.021 18.364 17.773 19.06444111 20.81679937 1.0
0.866 25.649 22.897 21.637 18.03807914 21.48287907 1.0
0.256 19.481 17.841 17.258 20.76539129 22.02811244 1.0
0.616 22.318 20.421 19.051 19.23984599 22.30955746 1.0
0.197 17.789 16.346 15.827 18.19414001 20.9125339 1.0
0.384 21.042 19.083 18.389 20.78305731 22.04581275 1.0
0.275 20.253 18.561 17.955 16.72340788 19.94367313 1.0
0.649 22.86 20.921 19.471 21.76474242 19.87568657 1.0
0.212 18.648 17.141 16.601 21.02215769 21.12502244 1.0
0.239 19.772 18.18 17.611 16.66057802 20.57557409 1.0
0.12 17.306 16.174 15.767 19.40246772 20.38296894 1.0
0.552 22.289 20.449 19.214 17.77924993 22.07246109 1.0
0.25 19.697 18.075 17.497 19.17624863 21.94388445 1.0
0.331 20.177 18.265 17.615 18.89241711 20.52632397 1.0
0.383 19.735 17.776 17.084 19.22688557 21.74781736 1.0
0.602 22.902 21.027 19.689 19.92336376 21.49373959 1.0
0.276 19.232 17.535 16.927 18.70776744 20.27670806 1.0
0.73 24.14 22.001 20.469 20.93410801 22.12809034 1.0
0.576 21.3 19.453 18.166 19.78419463 21.67605625 1.0
0.786 22.673 20.259 18.865 19.3735786 21.32464276 1.0
0.66 22.998 21.052 19.573 19.47818642 21.36754416 1.0
0.595 21.83 19.965 18.64 17.8911214 21.83270459 1.0
0.28 19.437 17.729 17.117 19.61071467 19.37934721 1.0
0.298 19.546 17.769 17.138 19.5486486 21.91337376 1.0
0.868 25.083 22.327 21.067 19.13655446 20.32823378 1.0
0.335 20.434 18.507 17.855 21.77385304 21.09054642 1.0
0.694 23.002 21.014 19.467 18.59781356 21.955685 1.0
0.349 19.843 17.888 17.23 19.33151377 20.9697242 1.0
0.2 17.915 16.458 15.935 18.35710574 21.00392305 1.0
0.218 18.173 16.644 16.096 18.94252818 20.53677434 1.0
0.149 16.985 15.747 15.294 17.97673959 22.37779115 1.0
0.215 18.25 16.735 16.192 20.08724257 21.3382881 1.0
0.461 20.519 18.616 17.699 18.63589917 22.28737804 1.0
0.082 14.683 13.664 13.293 18.99349366 19.78557029 1.0
0.663 23.204 21.257 19.771 19.26222652 20.92816073 1.0
0.964 25.378 22.599 21.343 18.90794628 21.47402928 1.0
0.487 21.046 19.172 18.152 17.89149547 20.75421805 1.0
0.167 18.278 16.963 16.481 19.17742752 23.33256246 1.0
0.32 20.299 18.424 17.78 20.10310183 20.10118753 1.0
0.322 20.321 18.44 17.795 20.36246316 20.94233816 1.0
0.821 25.392 22.806 21.493 18.81951386 20.46113295 1.0
0.495 21.081 19.218 18.167 20.83756493 21.07737731 1.0
0.272 19.981 18.297 17.694 21.56493533 20.23860994 1.0
0.374 20.422 18.458 17.782 20.55354284 21.31830197 1.0
0.274 19.158 17.47 16.865 19.08866572 21.32096793 1.0
0.535 22.272 20.431 19.241 20.52730723 20.87366113 1.0
0.426 19.721 17.799 17.007 19.56980921 23.2568593 1.0
0.424 21.054 19.13 18.345 17.58765308 20.53483838 1.0
0.548 21.635 19.795 18.568 20.44231241 21.34025445 1.0
0.654 22.162 20.219 18.758 19.48553769 22.12566519 1.0
0.09 15.914 14.873 14.497 18.86808232 20.96128735 1.0
0.19 18.057 16.64 16.13 18.80125539 21.51946784 1.0
0.19 18.902 17.485 16.974 19.99357192 22.35699202 1.0
0.743 24.576 22.372 20.868 17.72104724 20.59381928 1.0
0.352 19.389 17.431 16.772 17.30118313 21.64541564 1.0
0.482 19.812 17.931 16.928 18.02510162 20.3404647 1.0
0.406 21.453 19.512 18.774 17.87002903 19.61213808 1.0
0.747 23.813 21.587 20.094 20.17933217 22.45780911 1.0
0.431 20.555 18.636 17.827 21.53449573 20.89840226 1.0
0.512 22.068 20.223 19.103 18.9973742 21.10974552 1.0
0.124 16.655 15.51 15.096 21.06638838 22.31422536 1.0
0.897 25.432 22.645 21.412 20.22516863 19.37116803 1.0
0.406 20.675 18.735 17.995 18.24071408 21.99530099 1.0
0.45 19.966 18.057 17.183 19.2221611 21.93455252 1.0
0.549 22.937 21.096 19.868 21.6514138 20.20141389 1.0
0.19 18.493 17.078 16.568 19.09365327 19.72422541 1.0
0.487 22.087 20.214 19.192 17.74457551 21.1889371 1.0
