CONFIGURATION_1-PLANE_1-OBJECT_1-REDSHIFT CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-i CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-Y WEIGHT
0.314 20.359 18.512 17.872 18.97305313 19.12500475 1.0
0.21 18.041 16.543 16.006 19.77643774 20.85653703 1.0
0.423 21.701 19.775 18.993 19.47496341 22.02733064 1.0
0.744 22.292 20.083 18.582 18.91078945 20.75755529 1.0
0.277 20.228 18.53 17.921 19.01885305 21.08594983 1.0
0.42 21.459 19.531 18.758 18.45489926 20.6435108 1.0
0.263 19.739 18.082 17.491 17.76277579 20.85148374 1.0
0.788 23.875 21.455 20.065 20.0496329 20.0026115 1.0
0.202 17.954 16.489 15.963 18.93584329 20.91729584 1.0
0.523 21.335 19.494 18.336 19.35442117 19.58178268 1.0
0.43 20.365 18.445 17.641 19.30467799 20.3932728 1.0
0.269 19.916 18.24 17.64 20.00368388 22.66370553 1.0
0.364 19.445 17.479 16.812 19.77332862 20.60779667 1.0
0.428 21.637 19.716 18.917 19.47474579 21.5389026 1.0
0.518 22.16 20.318 19.176 20.52929243 21.08592776 1.0
0.892 25.044 22.259 21.022 21.0750072 20.7100193 1.0
0.531 22.009 20.169 18.988 17.46982667 20.48206212 1.0
0.775 25.174 22.813 21.382 17.75342717 22.68369453 1.0
0.471 21.625 19.731 18.769 19.89347077 21.42881798 1.0
0.261 20.126 18.473 17.884 18.45084147 21.20152894 1.0
0.617 23.042 21.144 19.774 20.14062916 20.6019196 1.0
0.595 21.143 19.277 17.952 21.62888237 20.05303672 1.0
0.707 24.382 22.348 20.794 18.03925791 21.36874748 1.0
0.886 24.58 21.8 20.555 19.7916794 20.25859016 1.0
0.516 21.489 19.646 18.511 19.47746597 21.7024162 1.0
0.807 22.106 19.594 18.25 21.65717865 21.07415898 1.0
0.507 21.545 19.696 18.598 18.2989014 21.13138711 1.0
0.32 20.871 18.998 18.354 19.90167956 21.63490093 1.0
0.261 19.313 17.662 17.074 19.71383458 22.24523554 1.0
0.245 18.445 16.835 16.262 19.93828858 19.57727474 1.0
0.382 20.728 18.768 18.079 19.95774944 20.56613816 1.0
0.887 26.042 23.261 22.018 16.70066746 21.29842723 1.0
0.436 21.414 19.498 18.675 18.98757375 19.8555867 1.0
0.477 21.717 19.83 18.845 19.17892791 21.21143275 1.0
0.242 19.345 17.743 17.171 20.07558205 20.37230688 1.0
0.384 20.441 18.482 17.789 19.94083207 22.7139107 1.0
0.543 21.986 20.146 18.935 18.97468036 22.43815109 1.0
0.217 18.915 17.39 16.843 17.83693836 21.99893909 1.0
0.38 20.709 18.748 18.062 19.26553574 22.04234804 1.0
0.215 18.477 16.96 16.415 20.99277036 20.6965853 1.0
0.508 21.654 19.805 18.704 19.28069757 20.823751 1.0
0.071 13.987 12.994 12.628 20.39652259 19.30486737 1.0
0.499 21.648 19.791 18.722 20.32909897 21.31967619 1.0
0.309 19.85 18.027 17.39 21.93594242 20.53935008 1.0
0.737 23.105 20.933 19.415 20.45939835 21.7875258 1.0
0.211 18.411 16.91 16.372 20.4111293 20.37130951 1.0
0.27 18.877 17.199 16.598 20.11962718 21.49508708 1.0
0.303 18.62 16.823 16.19 19.04387787 19.49871575 1.0
0.377 19.971 18.009 17.327 20.10524366 19.72713474 1.0
0.405 21.234 19.293 18.556 18.72225396 21.21087469 1.0
0.601 23.076 21.204 19.868 18.95367378 20.78576783 1.0
0.507 21.683 19.834 18.736 19.6946064 20.69415662 1.0
0.166 16.963 15.651 15.17 21.37593169 21.19198642 1.0
0.429 21.298 19.377 18.575 19.31650138 19.85489845 1.0
0.709 23.815 21.773 20.219 17.81212407 18.74258753 1.0
0.367 20.293 18.327 17.658 19.13493204 19.5605631 1.0
0.363 20.152 18.186 17.519 18.51907983 22.4937921 1.0
0.113 17.28 16.171 15.773 20.93755287 22.6976638 1.0
0.267 19.135 17.467 16.871 20.2786744 21.6865577 1.0
0.447 22.241 20.331 19.469 19.85947426 20.89027331 1.0
0.233 18.477 16.901 16.338 20.18183335 20.24989085 1.0
0.22 18.541 17.005 16.454 16.72566686 21.42810376 1.0
0.512 20.412 18.567 17.451 18.26512322 21.27898829 1.0
0.19 16.365 14.949 14.439 19.73797466 21.49757898 1.0
0.809 24.855 22.331 20.993 20.60280589 23.74542854 1.0
0.646 24.173 22.237 20.797 19.75893406 20.01814816 1.0
0.229 19.032 17.467 16.908 18.0058764 21.45486534 1.0
0.268 18.077 16.406 15.808 18.03026453 22.26789234 1.0
0.582 21.884 20.033 18.734 19.3748214 19.57124056 1.0
0.24 19.471 17.876 17.306 18.68353864 22.30380617 1.0
0.142 16.801 15.592 15.15 20.26038647 21.73477601 1.0
0.228 19.327 17.768 17.21 20.53106902 19.21572442 1.0
0.476 20.7 18.811 17.831 18.49055581 20.38499335 1.0
0.41 20.763 18.826 18.077 18.69227926 21.19971885 1.0
0.095 17.334 16.279 15.9 19.26539294 20.72659867 1.0
0.875 24.746 21.977 20.72 19.81910113 21.12952523 1.0
0.367 20.46 18.494 17.825 18.66977437 22.11874444 1.0
0.373 21.437 19.473 18.797 17.89928654 21.64950883 1.0
0.344 21.399 19.453 18.796 19.06919841 21.31314445 1.0
0.532 22.274 20.434 19.25 19.57498144 21.38166751 1.0
0.334 19.829 17.906 17.254 20.25385845 19.40494668 1.0
0.777 23.483 21.114 19.689 19.52645607 22.01809349 1.0
0.239 19.282 17.687 17.118 18.66810865 21.11242111 1.0
0.343 20.639 18.694 18.038 16.56437333 19.24924685 1.0
0.22 18.69 17.157 16.607 20.30384193 21.32232543 1.0
0.181 17.944 16.569 16.069 19.21610982 21.93659163 1.0
0.318 20.228 18.364 17.721 19.44234944 20.92350599 1.0
0.48 22.729 20.845 19.851 19.9052592 21.4226404 1.0
0.263 19.028 17.371 16.779 19.87734343 21.98265447 1.0
0.377 18.417 16.454 15.772 20.54157992 20.97840582 1.0
0.507 21.966 20.118 19.018 20.28188284 21.80513101 1.0
0.595 21.755 19.89 18.566 18.95396985 21.70301682 1.0
0.155 18.65 17.387 16.923 18.58277171 21.71028192 1.0
0.267 17.648 15.977 15.38 18.56871745 21.37116305 1.0
0.241 17.792 16.192 15.621 21.26299084 21.22594042 1.0
0.574 21.531 19.685 18.4 18.80994695 20.27544297 1.0
0.148 15.618 14.385 13.933 18.01616825 22.54015688 1.0
0.26 18.14 16.491 15.903 19.55160701 20.93312943 1.0
0.288 18.61 16.873 16.251 19.60992684 20.28770307 1.0
0.301 19.294 17.504 16.872 19.3102749 20.08551839 1.0
0.924 24.468 21.688 20.428 19.11236893 21.46749483 1.0
0.296 18.161 16.391 15.762 18.55997992 20.96288807 1.0
0.577 21.679 19.832 18.542 18.61971035 22.23775564 1.0
0.534 21.062 19.221 18.034 19.35981403 22.76196344 1.0
0.495 21.881 20.019 18.966 19.37283193 22.87129168 1.0
0.55 22.279 20.438 19.209 19.37592739 21.9212873 1.0
0.399 21.41 19.463 18.74 20.55600019 21.29069775 1.0
0.194 18.051 16.618 16.102 18.3899422 21.60226697 1.0
0.441 21.506 19.593 18.752 17.61676793 20.58537716 1.0
0.915 25.228 22.443 21.197 18.97206242 20.68684193 1.0
0.251 19.213 17.586 17.007 18.88341321 21.21158413 1.0
0.365 20.759 18.793 18.125 20.76522784 21.30383533 1.0
0.335 21.317 19.39 18.738 20.08326627 20.64694868 1.0
0.433 21.292 19.374 18.561 20.04554437 22.79740175 1.0
0.169 17.994 16.672 16.188 18.79984148 22.24319426 1.0
0.433 21.671 19.753 18.938 19.52388019 21.0712452 1.0
0.124 16.201 15.058 14.646 20.36829571 19.22880735 1.0
0.119 15.603 14.476 14.071 19.13638163 21.94122023 1.0
0.264 19.606 17.945 17.352 16.68469426 20.70101313 1.0
0.596 23.041 21.174 19.848 20.60043554 19.07251001 1.0
0.275 19.755 18.064 17.457 20.13847471 20.16380341 1.0
0.438 20.953 19.039 18.207 19.24998092 19.33939669 1.0
0.993 25.357 22.517 21.265 18.25447673 20.70075033 1.0
0.277 18.628 16.93 16.321 20.68672802 20.05674868 1.0
0.385 20.641 18.683 17.988 20.60179065 20.03517127 1.0
0.576 22.981 21.134 19.847 19.88888697 20.0215856 1.0
0.28 18.993 17.282 16.67 20.59979927 20.19485704 1.0
0.563 21.638 19.796 18.533 19.57924494 21.99984731 1.0
0.444 20.946 19.034 18.183 20.38926074 21.90178791 1.0
0.139 17.885 16.688 16.251 19.81034454 20.61605701 1.0
0.482 20.977 19.096 18.095 17.46444712 21.5716884 1.0
0.828 24.536 21.918 20.617 20.21458288 21.66542033 1.0
0.212 19.468 17.964 17.426 19.59889327 19.84187422 1.0
0.387 21.854 19.898 19.197 17.71147801 19.32064476 1.0
0.875 24.275 21.507 20.249 19.0685025 19.58278394 1.0
0.329 19.962 18.056 17.407 19.72956761 23.51297033 1.0
0.536 21.962 20.122 18.929 21.0158274 20.42938548 1.0
0.82 24.788 22.207 20.893 22.2431766 21.40611334 1.0
0.847 23.427 20.729 19.452 19.97058357 22.44926573 1.0
0.951 25.618 22.848 21.592 19.4307216 20.43223217 1.0
0.463 20.68 18.78 17.853 19.65972934 20.53045369 1.0
0.417 21.023 19.092 18.327 21.11832635 22.4581452 1.0
0.957 25.294 22.521 21.267 20.1085845 22.4669173 1.0
0.548 20.742 18.901 17.675 18.34240045 20.11251237 1.0
0.14 17.209 16.005 15.566 21.35526343 20.35993946 1.0
0.386 20.459 18.501 17.805 18.89057886 22.66781787 1.0
0.298 20.559 18.781 18.15 19.91652217 20.11296905 1.0
0.14 16.168 14.967 14.529 19.38042192 20.38155139 1.0
0.274 18.242 16.551 15.945 19.27288084 21.9694719 1.0
0.354 18.273 16.312 15.651 21.13388326 21.93117459 1.0
0.382 20.704 18.744 18.053 19.86015852 20.5276201 1.0
0.332 20.679 18.762 18.111 18.00076459 20.05942504 1.0
0.777 24.739 22.367 20.944 19.18886198 20.2315904 1.0
0.205 18.941 17.461 16.931 19.78365352 22.50445464 1.0
0.702 23.491 21.477 19.924 18.97826923 19.46401761 1.0
0.178 17.546 16.184 15.688 21.65801083 20.36206288 1.0
0.358 21.005 19.041 18.377 20.25779003 20.38627987 1.0
0.391 20.291 18.338 17.63 20.17320478 22.52008195 1.0
0.218 18.391 16.866 16.318 19.50609779 17.77023748 1.0
0.602 22.53 20.655 19.316 21.01748913 19.73099448 1.0
0.706 22.663 20.633 19.079 19.45949362 18.97050523 1.0
0.539 22.772 20.932 19.731 19.56402749 21.82063816 1.0
0.469 21.596 19.7 18.747 21.62223685 19.42046938 1.0
0.392 19.628 17.675 16.966 19.90684869 19.86585519 1.0
0.507 21.305 19.456 18.358 18.94352925 21.3242611 1.0
0.703 21.92 19.903 18.35 21.25162148 22.27892872 1.0
0.288 19.047 17.308 16.685 19.3097249 20.9469183 1.0
0.252 20.051 18.422 17.843 20.37058854 21.54721498 1.0
0.251 18.672 17.047 16.468 20.62900997 20.87435115 1.0
0.48 21.388 19.505 18.51 18.29068468 20.26578895 1.0
0.395 20.239 18.289 17.574 19.07377121 21.32168029 1.0
0.404 21.665 19.722 18.987 20.22715599 18.94273992 1.0
0.989 25.464 22.634 21.379 18.96239634 21.37321505 1.0
0.289 21.356 19.616 18.993 20.04527707 21.64830535 1.0
0.473 21.776 19.884 18.914 18.76129885 20.53952158 1.0
0.44 21.288 19.374 18.536 19.64212717 22.47391174 1.0
0.399 21.002 19.055 18.332 20.16091441 22.24922276 1.0
0.28 18.146 16.436 15.823 19.53628509 20.41545222 1.0
0.194 17.719 16.287 15.773 19.59026066 20.63564945 1.0
0.31 19.708 17.876 17.239 19.9694545 20.2444492 1.0
0.143 17.209 15.993 15.549 20.7308771 20.63967758 1.0
0.264 19.857 18.195 17.602 17.89359386 23.11013869 1.0
0.561 21.231 19.39 18.133 20.43360813 21.83321528 1.0
0.184 18.26 16.869 16.366 20.45395123 21.61515695 1.0
0.485 20.881 19.004 17.991 20.71597897 21.35870353 1.0
0.728 23.445 21.315 19.78 19.5384804 21.80321731 1.0
0.524 22.696 20.855 19.694 17.56635109 21.36207102 1.0
0.41 21.461 19.523 18.775 19.92595644 20.83787142 1.0
0.725 23.491 21.377 19.837 20.88024074 22.30542041 1.0
0.574 22.785 20.939 19.653 21.63813111 21.57250341 1.0
0.291 20.813 19.065 18.439 18.71891784 20.23487538 1.0
0.185 17.733 16.34 15.836 19.44844958 21.1698585 1.0
0.33 20.669 18.759 18.109 19.87083241 21.64092904 1.0
0.495 20.659 18.797 17.743 18.3344674 20.42575658 1.0
0.132 15.579 14.405 13.979 19.44460132 20.62273901 1.0
0.227 18.463 16.907 16.35 19.94858883 18.90353361 1.0
0.705 23.301 21.276 19.722 18.70374118 21.30264882 1.0
0.873 25.645 22.879 21.621 18.59110963 20.77504458 1.0
0.349 20.495 18.54 17.881 18.44173911 21.2273776 1.0
0.823 24.426 21.833 20.523 19.97344965 19.93145101 1.0
0.296 19.141 17.371 16.742 20.98467885 22.16714564 1.0
0.356 21.096 19.133 18.471 19.04961132 19.5812684 1.0
0.186 17.653 16.254 15.749 17.59634209 21.69913804 1.0
0.3 19.718 17.934 17.303 20.60772367 21.48571318 1.0
0.252 19.385 17.757 17.178 18.89049751 20.3646016 1.0
0.4 19.257 17.311 16.585 20.94377373 19.3067212 1.0
0.356 21.137 19.174 18.512 18.85345703 22.65643275 1.0
0.842 25.597 22.915 21.634 18.74716633 20.92731266 1.0
0.5 21.004 19.148 18.074 19.57391122 21.03414218 1.0
0.398 20.775 18.827 18.106 19.17916128 22.74600272 1.0
0.861 25.357 22.615 21.354 19.03699395 22.4146336 1.0
0.185 17.496 16.104 15.6 18.90880904 22.06249515 1.0
0.608 23.485 21.601 20.249 18.94787017 19.60926171 1.0
0.279 19.534 17.83 17.219 18.99920191 21.91646933 1.0
0.602 24.115 22.241 20.904 19.50562503 20.72331265 1.0
0.369 19.209 17.243 16.572 19.43045573 20.86520767 1.0
0.365 20.661 18.694 18.026 20.55068257 21.25546146 1.0
0.246 19.508 17.895 17.321 19.7455342 20.13393211 1.0
0.325 20.503 18.61 17.963 18.9767698 21.42626887 1.0
0.126 17.743 16.592 16.176 18.19067355 20.10519666 1.0
0.742 23.765 21.566 20.061 20.35065826 21.9607508 1.0
0.325 20.446 18.552 17.905 18.87674009 22.36160694 1.0
0.436 21.537 19.621 18.797 19.68870126 20.15722121 1.0
0.534 21.111 19.27 18.084 19.66638722 21.30992133 1.0
0.281 20.351 18.637 18.023 19.36090334 20.72898077 1.0
0.951 25.768 22.998 21.743 18.28862627 21.72486836 1.0
0.136 16.703 15.515 15.082 19.51650229 20.45531649 1.0
0.324 20.984 19.096 18.45 18.35989409 20.61069437 1.0
0.15 16.487 15.246 14.791 18.90700081 21.98060472 1.0
0.363 20.471 18.505 17.838 19.19373535 21.32502863 1.0
0.197 19.287 17.843 17.324 18.37144448 20.62890853 1.0
0.391 21.099 19.145 18.439 20.7095394 21.58990044 1.0
0.382 21.046 19.086 18.396 20.07673587 21.32897187 1.0
0.445 21.804 19.893 19.038 19.67774129 22.07755969 1.0
0.431 20.89 18.971 18.163 19.16805477 20.20796015 1.0
0.74 22.222 20.034 18.523 19.77681929 20.98047643 1.0
0.171 17.713 16.381 15.895 20.64294816 21.82257 1.0
0.546 20.342 18.502 17.283 20.79682168 22.73317433 1.0
0.725 22.652 20.537 18.998 19.9279071 21.07963753 1.0
0.149 17.955 16.718 16.265 20.49055185 21.61132913 1.0
0.534 20.247 18.407 17.22 18.98041932 21.33987482 1.0
0.562 20.572 18.73 17.469 18.92388788 20.05169599 1.0
0.39 20.864 18.909 18.204 18.97799116 20.55920708 1.0
0.47 21.245 19.351 18.392 19.36861458 19.9200245 1.0
0.691 22.503 20.521 18.976 20.96304774 22.38214458 1.0
0.865 24.543 21.793 20.533 22.46993754 21.30267407 1.0
0.597 23.476 21.609 20.282 20.18962047 19.81269456 1.0
0.403 20.482 18.539 17.806 19.32845182 20.20668035 1.0
0.785 24.551 22.145 20.746 18.63224105 21.71830158 1.0
0.628 22.94 21.025 19.629 18.78365043 20.53149515 1.0
0.76 23.395 21.107 19.643 17.96817024 19.32784383 1.0
0.336 18.784 16.856 16.203 21.1536964 22.39120466 1.0
0.603 22.78 20.905 19.566 20.09221606 20.977173 1.0
0.324 19.09 17.199 16.553 20.18805285 20.89072242 1.0
0.455 20.244 18.338 17.446 19.41076934 21.10905974 1.0
0.738 23.068 20.891 19.374 20.73378884 21.98751633 1.0
0.637 22.561 20.633 19.214 19.96142354 20.12668336 1.0
0.491 20.835 18.967 17.932 17.32925521 20.75813989 1.0
0.315 19.62 17.768 17.127 20.6141244 21.32246318 1.0
0.431 21.066 19.147 18.338 18.94992449 20.55998641 1.0
0.992 26.41 23.571 22.319 18.59848478 20.41682543 1.0
0.369 19.687 17.721 17.05 19.70369185 21.04957365 1.0
0.566 20.903 19.06 17.79 20.07061137 19.50480658 1.0
0.14 17.928 16.723 16.284 18.95421419 20.86580338 1.0
0.404 20.983 19.039 18.306 19.66137447 20.65698691 1.0
0.321 20.433 18.556 17.911 18.99001951 22.27400071 1.0
0.518 21.814 19.972 18.83 19.26285486 20.7500736 1.0
0.217 17.792 16.267 15.72 16.80345418 19.91257752 1.0
0.178 17.877 16.515 16.02 19.16992458 21.41704505 1.0
0.38 21.004 19.043 18.356 19.78404863 19.02636433 1.0
0.465 21.729 19.83 18.894 17.61130413 19.93473604 1.0
0.672 23.039 21.087 19.576 18.20829527 20.57587673 1.0
0.634 24.046 22.121 20.709 18.53501624 20.55971829 1.0
0.147 17.463 16.234 15.785 20.15025556 19.18103711 1.0
0.404 20.384 18.441 17.707 18.41212968 21.05267343 1.0
0.745 23.869 21.653 20.155 19.71216869 18.30222306 1.0
0.493 21.566 19.7 18.657 18.32267451 19.9940915 1.0
0.403 20.287 18.344 17.611 17.61306596 18.87415931 1.0
0.493 20.495 18.63 17.585 20.17534695 22.89330002 1.0
0.314 20.308 18.463 17.823 19.11668884 21.14074331 1.0
0.508 21.816 19.968 18.866 20.00326673 21.99798619 1.0
0.32 20.288 18.416 17.773 19.33113386 19.4071331 1.0
0.316 20.146 18.29 17.649 19.88536488 20.38497452 1.0
0.252 18.22 16.591 16.011 21.21996748 21.188017 1.0
0.802 23.666 21.177 19.823 20.01458285 22.86466574 1.0
0.155 18.185 16.922 16.459 21.60699087 21.94004141 1.0
0.415 20.465 18.532 17.772 19.98479501 19.93401374 1.0
0.846 25.669 22.972 21.695 18.51099985 20.66932606 1.0
0.445 21.191 19.28 18.424 20.50347958 19.70170175 1.0
0.4 21.173 19.226 18.502 19.77911414 19.75151932 1.0
0.26 18.922 17.271 16.683 20.64754572 21.0134415 1.0
0.406 21.293 19.352 18.614 18.64099755 21.8168861 1.0
0.339 21.521 19.585 18.931 18.54547888 18.19796635 1.0
0.553 21.399 19.559 18.319 18.83295475 21.54994803 1.0
0.932 26.351 23.576 22.314 20.41861994 21.43242777 1.0
0.33 19.536 17.627 16.978 19.817935 21.27074056 1.0
0.394 21.373 19.421 18.709 20.29776522 21.10636965 1.0
0.372 20.582 18.617 17.942 17.73847603 20.27914959 1.0
0.209 17.306 15.813 15.278 20.52760565 22.40422335 1.0
0.108 16.946 15.852 15.461 19.20493674 22.32357079 1.0
0.379 19.211 17.25 16.565 19.71190718 20.52624582 1.0
0.403 21.015 19.072 18.34 18.84230504 22.05711826 1.0
0.288 19.886 18.148 17.526 19.39656785 21.28764997 1.0
0.288 18.89 17.151 16.529 19.79645469 19.96164445 1.0
0.43 21.525 19.606 18.8 18.72080736 21.83063523 1.0
0.448 21.432 19.523 18.654 18.87896508 22.10705006 1.0
0.553 22.646 20.806 19.568 19.6486759 20.89611221 1.0
0.253 19.444 17.812 17.232 18.70636806 21.09479931 1.0
0.423 20.359 18.433 17.652 20.58023678 20.54902142 1.0
0.152 18.113 16.864 16.406 19.08612199 21.03321156 1.0
0.713 23.42 21.363 19.811 19.66799397 20.00518025 1.0
0.346 20.034 18.084 17.426 19.65030472 19.84541844 1.0
0.406 20.58 18.64 17.901 20.28273196 20.67646751 1.0
0.427 21.738 19.816 19.021 21.25949647 21.51928021 1.0
0.203 18.835 17.365 16.838 19.41770508 21.41425367 1.0
0.3 19.59 17.802 17.17 20.8036497 20.89836495 1.0
0.345 21.494 19.546 18.89 19.68435875 21.7604009 1.0
0.405 20.258 18.316 17.579 20.13736631 20.65791954 1.0
0.967 25.103 22.32 21.064 19.44180477 22.0918305 1.0
0.433 20.378 18.461 17.645 19.22999805 21.93800772 1.0
0.442 20.138 18.226 17.381 19.80517266 20.18439961 1.0
0.598 22.587 20.718 19.388 19.92436739 20.28493358 1.0
0.284 18.807 17.083 16.465 20.27502075 21.65389702 1.0
0.083 15.766 14.742 14.37 19.71046985 21.35073135 1.0
0.134 17.433 16.254 15.825 16.53723615 21.07744045 1.0
0.454 22.145 20.239 19.351 21.35590519 21.95999528 1.0
0.756 23.574 21.304 19.832 18.66004073 22.9657294 1.0
0.872 24.719 21.955 20.696 19.47416192 22.86094929 1.0
0.263 18.645 16.988 16.397 19.46961815 21.2123564 1.0
0.396 20.152 18.202 17.485 18.35894751 21.61727576 1.0
0.297 20.559 18.786 18.156 20.22773711 20.58686352 1.0
0.607 23.493 21.611 20.262 19.79240027 21.74235908 1.0
0.538 21.88 20.04 18.842 19.8544121 21.81811901 1.0
0.111 15.195 14.092 13.696 19.30405454 21.54098305 1.0
0.23 18.024 16.458 15.898 18.60937503 21.25094284 1.0
0.664 22.384 20.437 18.947 18.9636208 18.80426307 1.0
0.427 20.537 18.615 17.819 18.50012558 22.19935207 1.0
0.541 22.157 20.316 19.108 19.09337186 20.06743423 1.0
0.649 21.926 19.987 18.537 18.40417543 22.15681121 1.0
0.769 24.306 21.976 20.528 18.83546554 20.31227687 1.0
0.265 18.597 16.934 16.341 19.89467932 21.62573107 1.0
0.474 21.954 20.064 19.09 19.68895451 21.44360174 1.0
0.484 22.042 20.164 19.154 18.41924519 20.66338927 1.0
0.596 23.648 21.781 20.454 18.34583723 20.78368115 1.0
0.078 17.145 16.135 15.765 17.30056275 21.0487196 1.0
0.377 20.358 18.395 17.714 19.17499968 22.2253406 1.0
0.602 23.379 21.505 20.166 20.39942329 20.8278643 1.0
0.247 18.051 16.435 15.859 19.80213903 21.16687302 1.0
0.225 16.899 15.348 14.793 19.7433877 20.94779628 1.0
0.659 23.045 21.099 19.622 20.05529829 20.14886661 1.0
0.676 23.021 21.065 19.544 20.62359211 21.10616201 1.0
0.277 17.337 15.639 15.03 18.43528283 21.7833603 1.0
0.303 19.651 17.852 17.219 19.48260356 22.68776398 1.0
0.553 22.278 20.437 19.2 19.0054848 21.00122806 1.0
0.529 23.404 21.564 20.391 20.04917761 21.13366952 1.0
0.767 23.932 21.608 20.158 20.99225393 22.66997706 1.0
0.785 24.959 22.553 21.154 19.63151704 18.99329233 1.0
0.415 20.883 18.951 18.189 19.15694947 20.28241469 1.0
0.529 22.428 20.588 19.413 20.04177617 21.92476363 1.0
0.328 20.5 18.598 17.949 19.54487194 20.20969902 1.0
0.215 18.05 16.535 15.991 19.76254691 20.32689283 1.0
0.392 20.067 18.114 17.404 18.90393674 21.29565054 1.0
0.413 22.204 20.27 19.514 20.53996469 20.64810541 1.0
0.202 18.49 17.023 16.497 18.41762098 21.25412154 1.0
0.893 24.007 21.222 19.986 18.89307278 21.10680776 1.0
0.102 17.315 16.24 15.855 18.63956596 18.91083783 1.0
0.133 17.42 16.243 15.816 20.42861534 20.09335558 1.0
0.681 23.305 21.342 19.808 19.612846 21.35830382 1.0
0.371 20.836 18.871 18.197 21.46050418 21.01465413 1.0
0.355 20.506 18.544 17.882 19.7039634 20.74862579 1.0
0.461 21.242 19.34 18.421 18.5762061 20.35644478 1.0
0.732 23.864 21.714 20.186 19.88142629 18.93567428 1.0
0.682 23.243 21.278 19.743 20.26165993 20.34200419 1.0
0.707 24.14 22.106 20.552 19.62043769 20.36129895 1.0
0.143 18.362 17.147 16.703 19.99088009 22.16805417 1.0
0.479 20.472 18.587 17.596 19.93397893 22.72397648 1.0
0.317 20.191 18.332 17.69 19.48108777 21.51049257 1.0
0.572 22.161 20.317 19.035 20.36542667 21.67330296 1.0
0.32 20.057 18.183 17.539 19.63078849 22.97094467 1.0
0.712 24.094 22.042 20.489 19.30632712 20.73674525 1.0
0.346 19.794 17.843 17.186 19.8844491 21.52360451 1.0
0.299 20.277 18.495 17.864 20.06497935 21.99277991 1.0
0.475 21.039 19.149 18.174 20.00692337 21.95484862 1.0
0.381 20.309 18.349 17.66 19.15949632 20.29899587 1.0
0.149 16.056 14.816 14.362 18.73764342 22.40585232 1.0
0.345 20.634 18.685 18.028 19.88545298 21.48886307 1.0
0.387 20.796 18.839 18.14 19.02922732 20.59563207 1.0
0.509 20.86 19.012 17.907 17.46430593 21.60097158 1.0
0.386 20.902 18.944 18.247 20.4756536 20.89720248 1.0
0.494 22.906 21.042 19.995 18.52757329 20.21404665 1.0
0.858 25.225 22.493 21.23 20.78558996 20.15967265 1.0
0.388 20.609 18.653 17.952 19.1309653 19.36813157 1.0
0.523 22.199 20.358 19.202 17.8520788 21.27146757 1.0
0.506 20.354 18.504 17.411 21.82835396 20.01001083 1.0
0.355 18.455 16.493 15.831 19.24082497 22.67854027 1.0
0.675 23.297 21.342 19.821 19.9528543 23.71356542 1.0
0.295 20.166 18.402 17.773 18.66090269 20.0463967 1.0
0.614 22.711 20.818 19.454 18.81474415 20.16026216 1.0
0.204 18.208 16.735 16.207 22.03959439 20.46610309 1.0
0.244 19.776 18.168 17.595 19.90708132 21.40777783 1.0
0.061 14.057 13.087 12.731 20.69415931 20.5015746 1.0
0.588 22.955 21.099 19.788 18.83875693 21.25053459 1.0
0.385 19.65 17.693 16.996 20.08756439 20.21963322 1.0
0.694 23.265 21.275 19.728 18.97876907 20.07369424 1.0
0.48 21.322 19.439 18.444 19.64334088 21.65338936 1.0
0.805 24.844 22.339 20.992 19.49715109 22.20726923 1.0
0.416 22.121 20.189 19.425 19.40475314 22.63062181 1.0
0.103 15.849 14.768 14.382 19.6232159 20.75280192 1.0
0.516 22.148 20.305 19.171 19.63739156 20.23774287 1.0
0.486 20.593 18.718 17.7 19.92530776 21.51708064 1.0
0.674 21.57 19.616 18.099 19.82861229 20.53686747 1.0
0.381 19.536 17.575 16.888 20.33169654 18.69157288 1.0
0.461 20.341 18.439 17.519 19.64583826 21.59277168 1.0
0.699 23.374 21.369 19.818 20.85072167 23.44588781 1.0
0.343 19.511 17.565 16.909 21.20592563 21.95424858 1.0
0.832 25.034 22.396 21.101 19.40975378 19.79001141 1.0
0.356 19.801 17.839 17.177 21.79437458 20.72981717 1.0
0.748 22.993 20.762 19.271 19.72877786 19.02279541 1.0
0.169 17.755 16.432 15.948 18.52973773 20.29682221 1.0
0.541 21.465 19.624 18.419 19.31632267 22.71294399 1.0
0.667 23.194 21.245 19.747 20.4904687 20.8375328 1.0
0.534 21.54 19.7 18.513 17.31792812 21.32152776 1.0
0.402 20.711 18.766 18.037 18.47863176 18.55435563 1.0
0.287 20.293 18.557 17.936 20.79752214 20.10900571 1.0
0.127 16.172 15.018 14.601 20.7155474 20.27672447 1.0
0.374 21.513 19.549 18.872 17.72476201 21.97700829 1.0
0.892 25.689 22.904 21.666 19.25098253 21.82832512 1.0
0.444 20.404 18.492 17.641 19.38106037 21.39220828 1.0
0.507 21.631 19.782 18.684 20.81424046 21.17218269 1.0
